subsidiary;customer_id;year;risk;Status of existing checking account;Duration in month;Credit history;Purpose;Credit amount;Savings account/bonds;Present employment since;Installment rate in percentage of disposable income;Personal status and sex;Other debtors / guarantors;RGPD KO;Present residence since;Property;Age in years;Evaluation;Other installment plans;Housing;Number of existing credits at this bank;Job;Number of people being liable to provide maintenance for;Téléphone;foreign worker
german;605;2013;0;>= 200 DM ;10;existing credits paid back duly till now;furniture/equipment;1275;<100 DM;<1 years;4;female:divorced/separated/married;none;;2;savings agreement/life insurance;23;73,9;none;own;1;skilled employee / official;1;none;yes
german;596;2012;1;0 <= <200 DM;6;all credits at this bank paid back duly;car (new);931;100 <= <500 DM;<1 years;1;female:divorced/separated/married;none;2;1;savings agreement/life insurance;32;38,4;store;own;1;unskilled - resident;1;none;yes
german;950;2014;1;no checking account;24;existing credits paid back duly till now;radio/télévision;3621;100 <= <500 DM;>=7 years;2;male:single;none;;4;car or other;31;11,1;none;own;2;skilled employee / official;1;none;yes
german;537;2012;0;<0 DM;6;existing credits paid back duly till now;car (new);1374;no savings account;unemployed;4;female:divorced/separated/married;none;3;3;savings agreement/life insurance;75;95,5;none;own;1;management/ highly qualified employee;1;yes;yes
german;776;2013;1;<0 DM;24;existing credits paid back duly till now;car (new);1371;no savings account;1<= < 4 years;4;female:divorced/separated/married;none;;4;real estate;25;56,7;none;rent;1;skilled employee / official;1;none;yes
german;392;2011;0;0 <= <200 DM;12;existing credits paid back duly till now;furniture/equipment;983;>= 1000 DM;<1 years;1;female:divorced/separated/married;none;2;4;real estate;19;57,2;none;rent;1;unskilled - resident;1;none;yes
german;386;2011;0;no checking account;18;critical account;radio/télévision;2238;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;2;1;car or other;25;32,3;none;own;2;skilled employee / official;1;none;yes
german;877;2014;0;<0 DM;18;all credits at this bank paid back duly;radio/télévision;1940;<100 DM;<1 years;3;male:single;co-applicant;;4;unknown / no property;36;87,3;bank;for free;1;management/ highly qualified employee;1;yes;yes
german;530;2012;0;<0 DM;6;existing credits paid back duly till now;car (new);662;<100 DM;<1 years;3;male:single;none;2;4;real estate;41;17,3;none;own;1;unskilled - resident;2;yes;yes
german;834;2014;0;0 <= <200 DM;24;existing credits paid back duly till now;radio/télévision;5084;no savings account;>=7 years;2;female:divorced/separated/married;none;;4;car or other;42;93,5;none;own;1;skilled employee / official;1;yes;yes
german;857;2014;0;no checking account;10;existing credits paid back duly till now;retraining;894;no savings account;4<= <7 years;4;female:divorced/separated/married;none;;3;savings agreement/life insurance;40;16,3;none;own;1;skilled employee / official;1;yes;yes
german;362;2011;0;>= 200 DM ;12;existing credits paid back duly till now;radio/télévision;3399;no savings account;>=7 years;2;male:single;none;2;3;car or other;37;95,9;none;own;1;management/ highly qualified employee;1;none;yes
german;689;2013;0;no checking account;9;existing credits paid back duly till now;radio/télévision;2753;100 <= <500 DM;>=7 years;3;male:single;co-applicant;;4;car or other;35;61,9;none;own;1;skilled employee / official;1;yes;yes
german;611;2013;1;<0 DM;12;existing credits paid back duly till now;domestic appliances;741;100 <= <500 DM;unemployed;4;female:divorced/separated/married;none;;3;savings agreement/life insurance;22;35,9;none;own;1;skilled employee / official;1;none;yes
german;104;2010;0;0 <= <200 DM;9;critical account;furniture/equipment;1919;<100 DM;4<= <7 years;4;male:single;none;2;3;car or other;35;25,2;none;rent;1;skilled employee / official;1;yes;yes
german;76;2010;0;<0 DM;12;critical account;car (used);1526;<100 DM;>=7 years;4;male:single;none;1;4;unknown / no property;66;40,7;none;for free;2;management/ highly qualified employee;1;none;yes
german;353;2011;0;no checking account;18;critical account;car (used);3229;no savings account;unemployed;2;male:single;none;2;4;unknown / no property;38;73,9;none;own;1;management/ highly qualified employee;1;yes;yes
german;438;2012;0;no checking account;24;critical account;car (new);1287;>= 1000 DM;>=7 years;4;female:divorced/separated/married;none;3;4;real estate;37;46,5;none;own;2;skilled employee / official;1;yes;yes
german;305;2011;1;no checking account;48;critical account;car (new);10127;500 <= < 1000 DM;1<= < 4 years;2;male:single;none;2;2;unknown / no property;44;38,8;bank;for free;1;skilled employee / official;1;none;yes
german;762;2013;1;<0 DM;18;critical account;furniture/equipment;2124;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;4;real estate;24;14;none;rent;2;skilled employee / official;1;none;yes
german;759;2013;0;no checking account;24;existing credits paid back duly till now;car (new);1393;<100 DM;1<= < 4 years;2;male:single;guarantor;;2;real estate;31;54,2;none;own;1;skilled employee / official;1;yes;yes
german;507;2012;0;>= 200 DM ;15;critical account;car (used);2360;500 <= < 1000 DM;1<= < 4 years;2;male:single;none;3;2;car or other;36;30,7;none;own;1;skilled employee / official;1;yes;yes
german;385;2011;0;no checking account;30;delay in paying off;business;4272;100 <= <500 DM;1<= < 4 years;2;male:single;none;1;2;savings agreement/life insurance;26;26,3;none;own;2;unskilled - resident;1;none;yes
german;63;2010;1;0 <= <200 DM;36;no credits taken;business;1953;<100 DM;>=7 years;4;male:single;none;3;4;unknown / no property;61;39;none;for free;1;management/ highly qualified employee;1;yes;yes
german;822;2014;0;>= 200 DM ;12;existing credits paid back duly till now;radio/télévision;3016;<100 DM;1<= < 4 years;3;male:married/widowed;none;;1;car or other;24;89,5;none;own;1;skilled employee / official;1;none;yes
german;358;2011;1;no checking account;36;delay in paying off;radio/télévision;4463;<100 DM;1<= < 4 years;4;male:single;none;1;2;car or other;26;30,7;none;own;2;management/ highly qualified employee;1;yes;yes
german;621;2013;0;0 <= <200 DM;21;critical account;business;3652;<100 DM;4<= <7 years;2;male:single;none;;3;savings agreement/life insurance;27;84,8;none;own;2;skilled employee / official;1;none;yes
german;820;2014;1;<0 DM;18;existing credits paid back duly till now;radio/télévision;1345;<100 DM;1<= < 4 years;4;male:married/widowed;none;;3;real estate;26;34,8;bank;own;1;skilled employee / official;1;none;yes
german;41;2010;0;no checking account;30;existing credits paid back duly till now;radio/télévision;2333;500 <= < 1000 DM;>=7 years;4;male:single;none;2;2;car or other;30;51,9;bank;own;1;management/ highly qualified employee;1;none;yes
german;816;2014;0;0 <= <200 DM;36;delay in paying off;car (new);7432;<100 DM;1<= < 4 years;2;female:divorced/separated/married;none;;2;savings agreement/life insurance;54;53;none;rent;1;skilled employee / official;1;none;yes
german;452;2012;0;no checking account;6;existing credits paid back duly till now;radio/télévision;518;<100 DM;1<= < 4 years;3;female:divorced/separated/married;none;2;1;real estate;29;54,8;none;own;1;skilled employee / official;1;none;yes
german;648;2013;1;no checking account;12;existing credits paid back duly till now;car (new);1386;500 <= < 1000 DM;1<= < 4 years;2;female:divorced/separated/married;none;;2;savings agreement/life insurance;26;53,3;none;own;1;skilled employee / official;1;none;yes
german;287;2011;0;<0 DM;48;existing credits paid back duly till now;car (used);4788;<100 DM;4<= <7 years;4;male:single;none;2;3;savings agreement/life insurance;26;22,1;none;own;1;skilled employee / official;2;none;yes
german;131;2010;0;0 <= <200 DM;48;existing credits paid back duly till now;car (new);8487;no savings account;4<= <7 years;1;female:divorced/separated/married;none;2;2;car or other;24;52,4;none;own;1;skilled employee / official;1;none;yes
german;562;2012;1;<0 DM;24;all credits at this bank paid back duly;radio/télévision;1546;<100 DM;4<= <7 years;4;male:single;guarantor;1;4;car or other;24;20,2;bank;rent;1;unskilled - resident;1;none;yes
german;125;2010;1;0 <= <200 DM;18;existing credits paid back duly till now;furniture/equipment;1924;no savings account;<1 years;4;female:divorced/separated/married;none;2;3;real estate;27;54;none;rent;1;skilled employee / official;1;none;yes
german;926;2014;1;<0 DM;12;all credits at this bank paid back duly;car (new);697;<100 DM;<1 years;4;male:single;none;;2;car or other;46;95,5;bank;own;2;skilled employee / official;1;yes;yes
german;484;2012;0;no checking account;15;delay in paying off;furniture/equipment;960;>= 1000 DM;4<= <7 years;3;female:divorced/separated/married;none;1;2;savings agreement/life insurance;30;63,8;none;own;2;skilled employee / official;1;none;yes
german;523;2012;1;<0 DM;48;no credits taken;furniture/equipment;7119;<100 DM;1<= < 4 years;3;male:single;none;1;4;unknown / no property;53;18,8;none;for free;2;skilled employee / official;2;none;yes
german;114;2010;1;no checking account;36;critical account;car (new);7855;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;3;2;real estate;25;83,9;store;own;2;skilled employee / official;1;yes;yes
german;344;2011;0;0 <= <200 DM;18;existing credits paid back duly till now;business;4439;<100 DM;>=7 years;1;male:single;co-applicant;2;1;real estate;33;80;bank;own;1;management/ highly qualified employee;1;yes;yes
german;723;2013;1;<0 DM;12;existing credits paid back duly till now;car (new);1228;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;2;real estate;24;27;none;own;1;unskilled - resident;1;none;yes
german;548;2012;0;no checking account;24;existing credits paid back duly till now;radio/télévision;1552;<100 DM;4<= <7 years;3;male:single;none;2;1;car or other;32;44;bank;own;1;skilled employee / official;2;none;yes
german;650;2013;1;<0 DM;12;existing credits paid back duly till now;education;684;<100 DM;1<= < 4 years;4;male:single;none;;4;car or other;40;42,4;none;rent;1;unskilled - resident;2;none;yes
german;422;2012;0;0 <= <200 DM;12;existing credits paid back duly till now;car (used);2028;no savings account;1<= < 4 years;4;male:single;none;2;2;car or other;30;91,1;none;own;1;skilled employee / official;1;none;yes
german;572;2012;0;no checking account;30;critical account;radio/télévision;5954;<100 DM;4<= <7 years;3;male:single;co-applicant;2;2;car or other;38;52,3;none;own;1;skilled employee / official;1;none;yes
german;638;2013;0;no checking account;60;delay in paying off;radio/télévision;15653;<100 DM;4<= <7 years;2;male:single;none;;4;car or other;21;45,9;none;own;2;skilled employee / official;1;yes;yes
german;553;2012;1;<0 DM;48;existing credits paid back duly till now;radio/télévision;6999;<100 DM;4<= <7 years;1;male:married/widowed;guarantor;1;1;real estate;34;57,4;none;own;2;skilled employee / official;1;yes;yes
german;72;2010;0;no checking account;7;critical account;radio/télévision;730;no savings account;>=7 years;4;male:single;none;3;2;savings agreement/life insurance;46;17,3;none;rent;2;unskilled - resident;1;yes;yes
german;833;2014;1;<0 DM;45;no credits taken;business;11816;<100 DM;>=7 years;2;male:single;none;;4;car or other;29;92,4;none;rent;2;skilled employee / official;1;none;yes
german;734;2013;0;no checking account;24;existing credits paid back duly till now;car (used);2603;>= 1000 DM;1<= < 4 years;2;female:divorced/separated/married;none;;4;car or other;28;17,9;none;rent;1;skilled employee / official;1;yes;yes
german;33;2010;0;0 <= <200 DM;18;existing credits paid back duly till now;car (new);5866;100 <= <500 DM;1<= < 4 years;2;male:single;none;3;2;car or other;30;20,8;none;own;2;skilled employee / official;1;yes;yes
german;134;2010;0;no checking account;18;existing credits paid back duly till now;furniture/equipment;1984;<100 DM;1<= < 4 years;4;male:single;none;2;4;unknown / no property;47;9,3;bank;for free;2;skilled employee / official;1;none;yes
german;57;2010;1;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;6468;no savings account;unemployed;2;male:single;none;3;1;unknown / no property;52;62,4;none;own;1;management/ highly qualified employee;1;yes;yes
german;14;2010;1;<0 DM;24;critical account;car (new);1199;<100 DM;>=7 years;4;male:single;none;2;4;car or other;60;47;none;own;2;unskilled - resident;1;none;yes
german;121;2010;1;<0 DM;21;existing credits paid back duly till now;radio/télévision;1835;<100 DM;1<= < 4 years;3;female:divorced/separated/married;none;1;2;real estate;25;77,3;none;own;2;skilled employee / official;1;yes;yes
german;488;2012;0;no checking account;24;existing credits paid back duly till now;car (new);3757;<100 DM;>=7 years;4;female:divorced/separated/married;co-applicant;2;4;unknown / no property;62;16,8;none;for free;1;skilled employee / official;1;yes;yes
german;300;2011;0;0 <= <200 DM;21;critical account;furniture/equipment;2745;>= 1000 DM;4<= <7 years;3;male:single;none;3;2;car or other;32;64,2;none;own;2;skilled employee / official;1;yes;yes
german;250;2011;1;no checking account;18;existing credits paid back duly till now;radio/télévision;433;<100 DM;unemployed;3;female:divorced/separated/married;co-applicant;1;4;real estate;22;97,7;none;rent;1;skilled employee / official;1;none;yes
german;853;2014;0;no checking account;15;critical account;radio/télévision;1471;<100 DM;1<= < 4 years;4;male:single;none;;4;unknown / no property;35;92,2;none;for free;2;skilled employee / official;1;yes;yes
german;135;2010;0;no checking account;60;existing credits paid back duly till now;radio/télévision;10144;100 <= <500 DM;4<= <7 years;2;female:divorced/separated/married;none;3;4;real estate;21;58,8;none;own;1;skilled employee / official;1;yes;yes
german;235;2011;0;no checking account;4;critical account;radio/télévision;1544;<100 DM;4<= <7 years;2;male:single;none;1;1;real estate;42;85,3;none;own;3;unskilled - resident;2;none;yes
german;616;2013;0;0 <= <200 DM;48;no credits taken;business;12204;no savings account;1<= < 4 years;2;male:single;none;;2;car or other;48;74;bank;own;1;management/ highly qualified employee;1;yes;yes
german;781;2013;1;0 <= <200 DM;39;critical account;radio/télévision;4933;<100 DM;4<= <7 years;2;male:single;guarantor;;2;real estate;25;82,7;none;own;2;skilled employee / official;1;none;yes
german;289;2011;0;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;1092;<100 DM;1<= < 4 years;4;female:divorced/separated/married;guarantor;1;4;real estate;49;66;none;own;2;skilled employee / official;1;yes;yes
german;1000;2014;0;0 <= <200 DM;45;critical account;car (used);4576;100 <= <500 DM;unemployed;3;male:single;none;;4;car or other;27;98,9;none;own;1;skilled employee / official;1;none;yes
german;485;2012;0;no checking account;12;critical account;car (new);1163;500 <= < 1000 DM;1<= < 4 years;4;male:single;none;2;4;real estate;44;85,6;none;own;1;skilled employee / official;1;yes;yes
german;880;2014;0;no checking account;30;critical account;radio/télévision;6742;no savings account;4<= <7 years;2;male:single;none;;3;savings agreement/life insurance;36;68;none;own;2;skilled employee / official;1;none;yes
german;630;2013;0;no checking account;9;existing credits paid back duly till now;education;3832;no savings account;>=7 years;1;male:single;none;;4;real estate;64;70,3;none;own;1;unskilled - resident;1;none;yes
german;552;2012;0;no checking account;6;all credits at this bank paid back duly;radio/télévision;1750;500 <= < 1000 DM;>=7 years;2;male:single;none;3;4;savings agreement/life insurance;45;30,7;bank;own;1;unskilled - resident;2;none;yes
german;253;2011;1;0 <= <200 DM;30;existing credits paid back duly till now;car (new);2150;<100 DM;1<= < 4 years;4;female:divorced/separated/married;guarantor;1;2;unknown / no property;24;51,3;bank;own;1;skilled employee / official;1;none;yes
german;827;2014;1;<0 DM;18;critical account;car (new);3966;<100 DM;>=7 years;1;female:divorced/separated/married;none;;4;real estate;33;73,3;bank;rent;3;skilled employee / official;1;yes;yes
german;164;2010;0;0 <= <200 DM;10;existing credits paid back duly till now;car (new);7308;<100 DM;unemployed;2;male:single;none;2;4;unknown / no property;70;80;bank;for free;1;management/ highly qualified employee;1;yes;yes
german;268;2011;0;no checking account;24;existing credits paid back duly till now;radio/télévision;1533;<100 DM;<1 years;4;female:divorced/separated/married;none;1;3;car or other;38;94,9;store;own;1;skilled employee / official;1;yes;yes
german;826;2014;0;<0 DM;21;critical account;car (new);1602;<100 DM;>=7 years;4;male:married/widowed;none;;3;car or other;30;62,5;none;own;2;skilled employee / official;1;yes;yes
german;741;2013;0;<0 DM;24;all credits at this bank paid back duly;car (new);2325;100 <= <500 DM;4<= <7 years;2;male:single;none;;3;car or other;32;36,7;bank;own;1;skilled employee / official;1;none;yes
german;923;2014;1;<0 DM;9;existing credits paid back duly till now;radio/télévision;1366;<100 DM;<1 years;3;female:divorced/separated/married;none;;4;savings agreement/life insurance;22;64,7;none;rent;1;skilled employee / official;1;none;yes
german;563;2012;0;>= 200 DM ;6;delay in paying off;radio/télévision;683;<100 DM;<1 years;2;female:divorced/separated/married;none;2;1;savings agreement/life insurance;29;64,6;bank;own;1;skilled employee / official;1;none;yes
german;391;2011;0;no checking account;18;existing credits paid back duly till now;car (new);1820;<100 DM;1<= < 4 years;2;male:married/widowed;none;1;2;savings agreement/life insurance;30;93,9;none;own;1;management/ highly qualified employee;1;yes;yes
german;843;2014;1;no checking account;18;existing credits paid back duly till now;repairs;1943;<100 DM;<1 years;4;female:divorced/separated/married;none;;4;real estate;23;35,7;none;own;1;skilled employee / official;1;none;yes
german;127;2010;0;<0 DM;12;existing credits paid back duly till now;radio/télévision;701;<100 DM;1<= < 4 years;4;male:married/widowed;none;1;2;real estate;40;61,8;none;own;1;unskilled - resident;1;none;yes
german;349;2011;0;no checking account;6;delay in paying off;business;1743;100 <= <500 DM;1<= < 4 years;1;male:single;none;1;2;real estate;34;40,7;none;own;2;unskilled - resident;1;none;yes
german;957;2014;0;>= 200 DM ;30;critical account;radio/télévision;3656;no savings account;>=7 years;4;male:single;none;;4;savings agreement/life insurance;49;87;store;own;2;unskilled - resident;1;none;yes
german;321;2011;1;0 <= <200 DM;30;critical account;car (new);4249;<100 DM;unemployed;4;male:married/widowed;none;3;2;car or other;28;31,6;none;own;2;management/ highly qualified employee;1;none;yes
german;878;2014;0;no checking account;36;existing credits paid back duly till now;radio/télévision;3595;<100 DM;>=7 years;4;male:single;none;;2;car or other;28;56,7;none;own;1;skilled employee / official;1;none;yes
german;703;2013;0;>= 200 DM ;24;existing credits paid back duly till now;radio/télévision;1377;100 <= <500 DM;>=7 years;4;female:divorced/separated/married;none;;2;unknown / no property;47;93,7;none;for free;1;skilled employee / official;1;yes;yes
german;148;2010;0;no checking account;12;critical account;car (new);682;100 <= <500 DM;4<= <7 years;4;female:divorced/separated/married;none;1;3;car or other;51;89,9;none;own;2;skilled employee / official;1;yes;yes
german;361;2011;0;0 <= <200 DM;18;existing credits paid back duly till now;education;1239;no savings account;1<= < 4 years;4;male:single;none;1;4;unknown / no property;61;98,1;none;for free;1;skilled employee / official;1;none;yes
german;155;2010;0;0 <= <200 DM;24;delay in paying off;business;6967;100 <= <500 DM;4<= <7 years;4;male:single;none;2;4;car or other;36;18,3;none;rent;1;management/ highly qualified employee;1;yes;yes
german;369;2011;1;<0 DM;36;existing credits paid back duly till now;furniture/equipment;3446;<100 DM;>=7 years;4;male:single;none;3;2;car or other;42;81,5;none;own;1;skilled employee / official;2;none;yes
german;232;2011;0;no checking account;9;existing credits paid back duly till now;car (new);2507;500 <= < 1000 DM;>=7 years;2;male:single;none;1;4;unknown / no property;51;61,1;none;for free;1;unskilled - resident;1;none;yes
german;271;2011;0;no checking account;18;existing credits paid back duly till now;car (new);2662;no savings account;4<= <7 years;4;male:single;none;1;3;savings agreement/life insurance;32;16,5;none;own;1;skilled employee / official;1;none;no
german;842;2014;0;no checking account;21;delay in paying off;car (used);2993;<100 DM;1<= < 4 years;3;male:single;none;;2;real estate;28;73,8;store;own;2;unskilled - resident;1;none;yes
german;549;2012;1;<0 DM;12;all credits at this bank paid back duly;radio/télévision;626;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;3;4;real estate;24;61,8;bank;own;1;unskilled - resident;1;none;yes
german;830;2014;0;0 <= <200 DM;48;delay in paying off;business;6681;no savings account;1<= < 4 years;4;male:single;none;;4;unknown / no property;38;20;none;for free;1;skilled employee / official;2;yes;yes
german;986;2014;0;<0 DM;15;critical account;furniture/equipment;1433;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;3;savings agreement/life insurance;25;52,6;none;rent;2;skilled employee / official;1;none;yes
german;425;2012;1;0 <= <200 DM;12;existing credits paid back duly till now;furniture/equipment;2762;no savings account;>=7 years;1;female:divorced/separated/married;none;2;2;savings agreement/life insurance;25;93;bank;own;1;skilled employee / official;1;yes;yes
german;533;2012;0;no checking account;12;delay in paying off;car (used);1503;<100 DM;1<= < 4 years;4;male:married/widowed;none;2;4;real estate;41;23,2;none;rent;1;skilled employee / official;1;none;yes
german;862;2014;1;no checking account;18;delay in paying off;business;2169;<100 DM;1<= < 4 years;4;male:married/widowed;none;;2;car or other;28;65,8;none;own;1;skilled employee / official;1;yes;yes
german;881;2014;0;no checking account;24;existing credits paid back duly till now;car (used);7814;<100 DM;4<= <7 years;3;male:single;none;;3;car or other;38;23,8;none;own;1;management/ highly qualified employee;1;yes;yes
german;687;2013;0;>= 200 DM ;10;critical account;radio/télévision;1347;no savings account;4<= <7 years;4;male:single;none;;2;savings agreement/life insurance;27;91,9;none;own;2;skilled employee / official;1;yes;yes
german;281;2011;0;no checking account;15;critical account;car (used);3368;>= 1000 DM;>=7 years;3;male:single;none;2;4;unknown / no property;23;62,5;none;rent;2;skilled employee / official;1;yes;yes
german;263;2011;0;<0 DM;18;critical account;car (new);5302;<100 DM;>=7 years;2;male:single;none;2;4;unknown / no property;36;66,6;none;for free;3;management/ highly qualified employee;1;yes;yes
german;539;2012;1;<0 DM;48;existing credits paid back duly till now;car (new);7763;<100 DM;>=7 years;4;male:single;none;2;4;unknown / no property;42;48,5;bank;for free;1;management/ highly qualified employee;1;none;yes
german;49;2010;0;no checking account;11;critical account;car (new);7228;<100 DM;1<= < 4 years;1;male:single;none;1;4;savings agreement/life insurance;39;87;none;own;2;unskilled - resident;1;none;yes
german;443;2012;0;0 <= <200 DM;20;delay in paying off;others;2629;<100 DM;1<= < 4 years;2;male:single;none;2;3;car or other;29;22,3;bank;own;2;skilled employee / official;1;yes;yes
german;490;2012;0;no checking account;6;existing credits paid back duly till now;car (new);3518;<100 DM;1<= < 4 years;2;male:single;guarantor;1;3;savings agreement/life insurance;26;75,3;none;rent;1;skilled employee / official;1;none;yes
german;506;2012;1;no checking account;10;existing credits paid back duly till now;car (new);1309;no savings account;1<= < 4 years;4;male:single;guarantor;2;4;savings agreement/life insurance;27;7,8;none;own;1;unskilled - resident;1;none;yes
german;39;2010;0;>= 200 DM ;10;existing credits paid back duly till now;domestic appliances;1225;<100 DM;1<= < 4 years;2;male:single;none;3;2;car or other;37;71;none;own;1;skilled employee / official;1;yes;yes
german;735;2013;0;no checking account;4;critical account;car (new);3380;<100 DM;4<= <7 years;1;female:divorced/separated/married;none;;1;real estate;37;63,4;none;own;1;skilled employee / official;2;none;yes
german;120;2010;0;0 <= <200 DM;12;critical account;car (new);2366;500 <= < 1000 DM;4<= <7 years;3;male:divorced/separated;none;3;3;car or other;36;29,1;none;own;1;management/ highly qualified employee;1;yes;yes
german;953;2014;1;0 <= <200 DM;24;existing credits paid back duly till now;car (used);4113;500 <= < 1000 DM;<1 years;3;female:divorced/separated/married;none;;4;car or other;28;33,2;none;rent;1;skilled employee / official;1;none;yes
german;824;2014;0;<0 DM;8;critical account;car (new);731;<100 DM;>=7 years;4;male:single;none;;4;real estate;47;79,4;none;own;2;unskilled - resident;1;none;yes
german;172;2010;0;no checking account;12;existing credits paid back duly till now;furniture/equipment;763;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;1;1;real estate;26;92,3;none;own;1;skilled employee / official;1;yes;yes
german;667;2013;0;0 <= <200 DM;30;all credits at this bank paid back duly;furniture/equipment;3496;>= 1000 DM;1<= < 4 years;4;male:single;none;;2;car or other;34;83,9;store;own;1;skilled employee / official;2;yes;yes
german;566;2012;0;0 <= <200 DM;24;delay in paying off;radio/télévision;1553;100 <= <500 DM;4<= <7 years;3;female:divorced/separated/married;none;2;2;savings agreement/life insurance;23;22,1;none;rent;2;skilled employee / official;1;yes;yes
german;680;2013;0;no checking account;18;existing credits paid back duly till now;radio/télévision;1453;<100 DM;<1 years;3;female:divorced/separated/married;none;;1;real estate;26;21,7;none;own;1;skilled employee / official;1;none;yes
german;278;2011;0;<0 DM;12;existing credits paid back duly till now;furniture/equipment;1262;no savings account;>=7 years;2;male:divorced/separated;none;2;4;savings agreement/life insurance;49;31,4;none;own;1;unskilled - resident;1;yes;yes
german;170;2010;1;0 <= <200 DM;24;critical account;business;1935;<100 DM;>=7 years;4;male:divorced/separated;none;2;4;real estate;31;58,5;none;own;2;skilled employee / official;1;yes;yes
german;993;2014;0;<0 DM;18;existing credits paid back duly till now;radio/télévision;1936;no savings account;4<= <7 years;2;male:married/widowed;none;;4;car or other;23;17,6;none;rent;2;unskilled - resident;1;none;yes
german;242;2011;0;no checking account;6;existing credits paid back duly till now;radio/télévision;1595;<100 DM;4<= <7 years;3;male:single;none;2;2;savings agreement/life insurance;51;81,2;none;own;1;skilled employee / official;2;none;yes
german;706;2013;0;no checking account;15;existing credits paid back duly till now;car (new);5324;500 <= < 1000 DM;>=7 years;1;female:divorced/separated/married;none;;4;unknown / no property;35;92;none;for free;1;skilled employee / official;1;none;yes
german;512;2012;0;no checking account;36;existing credits paid back duly till now;car (used);4686;<100 DM;1<= < 4 years;2;male:single;none;2;2;unknown / no property;32;15,3;none;for free;1;management/ highly qualified employee;1;yes;yes
german;849;2014;0;<0 DM;9;existing credits paid back duly till now;radio/télévision;1364;<100 DM;4<= <7 years;3;male:single;none;;4;real estate;59;63,7;none;own;1;skilled employee / official;1;none;yes
german;529;2012;1;<0 DM;36;existing credits paid back duly till now;radio/télévision;2302;<100 DM;1<= < 4 years;4;male:divorced/separated;none;1;4;car or other;31;92,7;none;rent;1;skilled employee / official;1;none;yes
german;146;2010;0;0 <= <200 DM;48;all credits at this bank paid back duly;business;3566;100 <= <500 DM;4<= <7 years;4;male:single;none;2;2;car or other;30;59,9;none;own;1;skilled employee / official;1;none;yes
german;116;2010;0;no checking account;48;critical account;radio/télévision;3578;no savings account;>=7 years;4;male:single;none;2;1;real estate;47;22,6;none;own;1;skilled employee / official;1;yes;yes
german;37;2010;0;no checking account;48;critical account;education;6110;<100 DM;1<= < 4 years;1;male:single;none;1;3;unknown / no property;31;69,1;bank;for free;1;skilled employee / official;1;yes;yes
german;372;2011;0;no checking account;18;critical account;radio/télévision;6070;<100 DM;>=7 years;3;male:single;none;3;4;car or other;33;88;none;own;2;skilled employee / official;1;yes;yes
german;147;2010;0;<0 DM;6;critical account;car (new);860;<100 DM;>=7 years;1;female:divorced/separated/married;none;3;4;unknown / no property;39;19,9;none;own;2;skilled employee / official;1;yes;yes
german;684;2013;0;no checking account;24;critical account;radio/télévision;5103;<100 DM;<1 years;3;male:married/widowed;none;;3;unknown / no property;47;15,8;none;for free;3;skilled employee / official;1;yes;yes
german;908;2014;0;0 <= <200 DM;36;existing credits paid back duly till now;education;3711;no savings account;1<= < 4 years;2;male:married/widowed;none;;2;car or other;27;68,9;none;own;1;skilled employee / official;1;none;yes
german;921;2014;0;no checking account;18;critical account;furniture/equipment;1817;<100 DM;1<= < 4 years;4;female:divorced/separated/married;none;;2;unknown / no property;28;85,9;none;own;2;skilled employee / official;1;none;yes
german;315;2011;0;>= 200 DM ;4;existing credits paid back duly till now;car (new);1494;no savings account;<1 years;1;male:single;none;3;2;real estate;29;49,2;none;own;1;unskilled - resident;2;none;no
german;901;2014;1;<0 DM;16;critical account;car (new);2625;<100 DM;>=7 years;2;male:single;guarantor;;4;savings agreement/life insurance;43;69,3;bank;rent;1;skilled employee / official;1;yes;yes
german;470;2012;0;no checking account;24;delay in paying off;car (used);4679;<100 DM;4<= <7 years;3;male:single;none;2;3;car or other;35;12,5;none;own;2;unskilled - resident;1;yes;yes
german;433;2012;0;<0 DM;6;critical account;furniture/equipment;1872;<100 DM;unemployed;4;male:single;none;1;4;unknown / no property;36;76,4;none;for free;3;management/ highly qualified employee;1;yes;yes
german;654;2013;1;0 <= <200 DM;36;delay in paying off;car (new);8086;100 <= <500 DM;>=7 years;2;male:single;none;;4;car or other;42;7;none;own;4;management/ highly qualified employee;1;yes;yes
german;802;2014;0;0 <= <200 DM;18;critical account;radio/télévision;1795;<100 DM;>=7 years;3;female:divorced/separated/married;guarantor;;4;real estate;48;17;bank;rent;2;unskilled - resident;1;yes;yes
german;492;2012;1;0 <= <200 DM;27;no credits taken;business;8318;<100 DM;>=7 years;2;female:divorced/separated/married;none;3;4;unknown / no property;42;44,9;none;for free;2;management/ highly qualified employee;1;yes;yes
german;541;2012;1;0 <= <200 DM;12;existing credits paid back duly till now;radio/télévision;1534;<100 DM;<1 years;1;male:married/widowed;none;1;1;real estate;23;94;none;rent;1;skilled employee / official;1;none;yes
